doc_id	log_fsize
1	11.456947530560772
2	10.458664933872619
3	13.335159174903326
4	13.299640566072643
5	11.493548946876626
6	9.713355573650196
7	12.104455116151183
8	11.83284720893952
9	11.027800076054051
10	11.389876086441317
11	11.044488607696024
12	14.091411251717483
13	11.555026640988864
14	10.7211285344439
15	12.567112051333993
16	13.965055791844113
17	10.783197284147283
18	12.101300845434219
19	12.073066829052022
20	10.68880362056745
21	10.530468220833116
22	11.518052300262026
23	10.378229936129037
24	11.524122543063445
25	12.615875000835116
26	11.466535917014534
27	12.008688211059173
28	10.118518283739787
29	11.082188701658872
30	10.350894028432464
31	11.557812784846119
32	13.493096244082007
33	13.517136866639905
34	9.763708110007842
35	12.330129294192153
36	12.825651323780985
37	10.563724069638814
38	11.873902143168653
39	10.781037456093852
40	11.754945724854068
41	11.004912548498428
42	11.425350292714276
43	12.344729629837865
44	12.499506892459818
45	11.4655298279956
46	11.50520574445501
47	12.294783827033212
48	11.235061701455786
49	10.121337115389228
50	11.444486011747708
51	10.303437479956182
52	12.053177843424917
53	14.146422364004838
54	12.234664961456772
55	11.389581998733195
56	11.794873629949178
57	12.30248676122753
58	11.098500335490552
59	10.757860326595294
60	11.766062675418327
61	11.379531205799626
62	11.875037600556004
63	12.703481667862341
64	12.551076243518468
65	11.351453046512233
66	12.575585825514707
67	13.999303531693183
68	13.471260955889607
69	12.090970388374018
70	10.884179296093862
71	11.39230465664302
72	13.714135423447697
73	10.198951765429964
74	13.454448863432063
75	13.256625003343594
76	12.00294615930303
77	10.85156760689969
78	12.891510183020067
79	10.474156316370632
80	13.70121692724716
81	12.949796488758487
82	12.887943992145741
83	10.518321778536663
84	11.280514099835102
85	13.728554088558104
86	10.664456919598685
87	10.468829770273567
88	13.20381616736746
89	11.805087487443716
90	13.89328608213384
91	11.901257978071406
92	11.46417629996032
93	11.404816731975727
94	11.128203717999964
95	11.300251911439133
96	12.69148814935895
97	12.53793785752033
98	13.234609333914856
99	11.63446144949592
100	12.195193683632635
101	11.722789228937208
102	11.517156501498045
103	10.643995304455911
104	12.21981281556503
105	11.209290146837182
106	11.997392739576682
107	10.207104488000214
108	11.119838431428493
109	11.897255458415101
110	11.606370269680092
111	13.348397148008015
112	14.261686934462782
113	12.260054073646637
114	11.178459215011753
115	10.146825811135857
116	10.742054552499475
117	13.304653267030217
118	10.369357650500257
119	11.034809015613943
120	11.435806811413915
121	10.852032479939616
122	10.958879138749674
123	13.443652358128686
124	13.658795927355914
125	12.354427993385798
126	13.566801732151026
127	11.725485204824793
128	12.379740197543795
129	10.66333497852314
130	12.744858707455501
131	13.151502674190034
132	12.551235579829957
133	11.40844234206856
134	10.613491850162497
135	9.653807502217354
136	11.26547641362791
137	12.812285718842379
138	13.5705788595133
139	10.645924772307156
140	11.028027463214153
141	10.985953521461534
142	12.534555912285887
143	12.272983350812801
144	12.516875363972668
145	13.581947915946163
146	12.13278664315902
147	10.555656476367515
148	12.271551349557267
149	13.126130273733555
150	13.748140297902523
151	10.739262131345829
152	11.572335231501661
153	12.670781029678977
154	10.911646182719558
155	11.088430430955258
156	12.952521227879709
157	10.224846151347293
158	11.186225325497718
159	13.91436716901343
160	11.554432025121955
161	10.508076706114283
162	12.140717791283379
163	10.354149073430555
164	10.06160179562982
165	9.89202207442685
166	13.046520670699074
167	11.18680743802819
168	11.447469189491612
169	11.326306688338391
170	11.928644488208228
171	10.96728407866167
172	10.47522952026939
173	12.83961843059903
174	12.200114933555927
175	11.52986124167643
176	9.878118461185586
177	11.088399854123322
178	11.94993445875363
179	11.893906605386826
180	13.154958342534115
181	11.643716857219848
182	10.423798052313334
183	10.93291052185124
184	10.246225830735987
185	12.963723971636856
186	10.79285919505902
187	11.638597302046849
188	11.330431893382578
189	10.846517581599905
190	12.154500364861148
191	10.01748565658954
192	11.581172725224864
193	11.663395092315001
194	14.759998777562167
195	11.942295883958172
196	9.453678630575912
197	12.239439721065592
198	11.277241105411683
199	10.536221026535452
200	10.347820747529674
201	13.750305147838999
202	11.758925798427367
203	11.38563739929954
204	13.678178810272502
205	13.100299755986253
206	11.2340313318847
207	11.833993956439643
208	10.331920208930685
209	10.866070092189561
210	10.225389875873601
211	11.235431318905936
212	11.578441633055247
213	10.977397228563866
214	11.234348481767105
215	10.645758175055626
216	14.496627160456388
217	13.14152854666534
218	10.876196424315083
219	10.736940006101278
220	10.566613573984062
221	10.609896407079258
222	10.767221033671607
223	12.40614816390958
224	12.74315064044023
225	10.649796281210305
226	10.521641754054643
227	10.537972247530657
228	10.749291440359002
229	11.213238285391016
230	9.780415554946133
231	11.439063616371772
232	11.049190148737244
233	10.846906951798536
234	12.037979384746851
235	10.501059518173044
236	10.31606067210367
237	11.823413004619448
238	12.194708315451123
239	12.361301315545742
240	12.218618614698691
241	10.58903089706934
242	11.701071692055445
243	12.029078870866316
244	10.718232704843562
245	11.277468918909353
246	12.38372917130099
247	10.910459585649052
248	12.094884068556818
249	11.563799171343039
250	11.38470565516632
251	14.492283916152099
252	11.334850877023596
253	12.915897477692713
254	12.834115811758073
255	10.106020149946213
256	12.047282051262584
257	11.597836304040625
258	9.703449989936393
259	11.14375853433447
260	15.754285598278797
261	10.423649457279106
262	10.98813613418685
263	11.410593691372412
264	11.089652738212099
265	11.995067623275627
266	12.366719323458275
267	13.088036907877637
268	13.62469623954683
269	10.898367628770513
270	13.766214215708327
271	11.943167734939902
272	11.55257877684688
273	11.892498241112444
274	11.311127467675396
275	11.879122925490375
276	12.351509757968373
277	13.159545475531804
278	12.53070723572379
279	12.413257532048817
280	12.313104763282414
281	11.049555782360533
282	10.802774536594097
283	10.95418679225676
284	10.364071959865372
285	10.996534382731356
286	11.629454381214176
287	11.364471859287463
288	12.977418526935322
289	11.036308012533974
290	10.858960535285439
291	12.834150497432493
292	11.990227396697076
293	10.237599863865716
294	11.582050327745947
295	12.860842756969115
296	10.850811726990456
297	12.15277734847195
298	10.55323128448846
299	12.009497994258108
300	13.788233909627381
301	13.835424943721128
302	10.758944890802534
303	13.774679188400073
304	10.89816423580536
305	11.013979003734315
306	13.414973288092407
