doc_id	file_size
1	94556
2	34845
3	618566
4	596981
5	98081
6	16537
7	180675
8	137702
9	61562
10	88422
11	62598
12	1317717
13	104300
14	45303
15	286964
16	1161306
17	48204
18	180106
19	175092
20	43862
21	37439
22	100514
23	32152
24	101126
25	301304
26	95467
27	164175
28	24798
29	65003
30	31285
31	104591
32	724398
33	742024
34	17391
35	226416
36	371629
37	38705
38	143473
39	48100
40	127382
41	60169
42	91615
43	229746
44	268205
45	95371
46	99231
47	218553
48	75740
49	24868
50	93385
51	29835
52	171644
53	1392237
54	205801
55	88396
56	132571
57	220243
58	66072
59	46998
60	128806
61	87512
62	143636
63	328891
64	282399
65	85089
66	289406
67	1201767
68	708752
69	178255
70	53326
71	88637
72	903594
73	26875
74	696936
75	571846
76	163235
77	51615
78	396928
79	35389
80	891996
81	420751
82	395515
83	36987
84	79262
85	916717
86	42807
87	35201
88	542431
89	133932
90	1080880
91	147452
92	95242
93	89753
94	68064
95	80842
96	324970
97	278713
98	559394
99	112923
100	197836
101	123351
102	100424
103	41940
104	202767
105	73813
106	162331
107	27095
108	67497
109	146863
110	109795
111	626809
112	1562327
113	211093
114	71572
115	25510
116	46261
117	599981
118	31868
119	61995
120	92578
121	51639
122	57462
123	689452
124	854948
125	231985
126	779807
127	123684
128	237932
129	42759
130	342785
131	514784
132	282444
133	90079
134	40680
135	15581
136	78079
137	366695
138	782758
139	42021
140	61576
141	59039
142	277772
143	213840
144	272904
145	791708
146	185867
147	38394
148	213534
149	501887
150	934849
151	46132
152	106121
153	318310
154	54811
155	65410
156	421899
157	27580
158	72130
159	1103908
160	104238
161	36610
162	187347
163	31387
164	23426
165	19772
166	463481
167	72172
168	93664
169	82976
170	151546
171	57947
172	35427
173	376856
174	198812
175	101708
176	19499
177	65408
178	154807
179	146372
180	516566
181	113973
182	33651
183	55989
184	28176
185	426652
186	48672
187	113391
188	83319
189	51355
190	189947
191	22415
192	107063
193	116238
194	2571497
195	153629
196	12755
197	206786
198	79003
199	37655
200	31189
201	936875
202	127890
203	88048
204	871681
205	489089
206	75662
207	137860
208	30697
209	52369
210	27595
211	75768
212	106771
213	58536
214	75686
215	42014
216	1976083
217	509675
218	52902
219	46025
220	38817
221	40534
222	47440
223	244299
224	342200
225	42184
226	37110
227	37721
228	46597
229	74105
230	17684
231	92880
232	62893
233	51375
234	169055
235	36354
236	30214
237	136409
238	197740
239	233585
240	202525
241	39697
242	120701
243	167557
244	45172
245	79021
246	238883
247	54746
248	178954
249	105219
250	87966
251	1967519
252	83688
253	406727
254	374788
255	24490
256	170635
257	108862
258	16374
259	69131
260	6950232
261	33646
262	59168
263	90273
264	65490
265	161954
266	234854
267	483128
268	826286
269	54088
270	951899
271	153763
272	104045
273	146166
274	81726
275	144224
276	231309
277	518941
278	276705
279	246042
280	222594
281	62916
282	49157
283	57193
284	31700
285	59667
286	112359
287	86204
288	432535
289	62088
290	51998
291	374801
292	161172
293	27934
294	107157
295	384940
296	51576
297	189620
298	38301
299	164308
300	973092
301	1020114
302	47049
303	959991
304	54077
305	60717
306	669960
307	56541
308	122297
309	181952
310	37548
311	44527
312	20310
313	137177
314	216525
315	20609
316	1692638
317	56524
318	124600
319	80660
320	78467
321	1737636
322	172684
323	173246
324	523870
325	530740
326	41722
327	505798
328	96971
329	138386
330	48518
331	192360
332	104143
333	146417
334	96181
335	70403
336	87819
337	86782
338	653633
339	108072
340	105276
341	43850
342	27548
343	47821
344	104012
345	455670
346	1656022
347	15406
348	472087
349	44725
350	126983
351	167321
352	481657
353	17784
354	22532
355	657742
356	108265
357	103676
358	537728
359	55698
360	172503
361	47819
362	173010
363	46118
364	29605
365	92785
366	102190
367	104148
368	174079
369	441671
370	83818
371	1391858
372	106874
373	104806
374	92932
375	53730
376	60486
377	13684
378	44790
379	54285
380	1123077
381	282807
382	695511
383	67174
384	114308
385	64539
386	179027
387	970639
388	15688
389	33759
390	318192
391	1171843
392	45733
393	104311
394	162213
395	197951
396	142620
397	467086
398	301296
399	168968
400	53986
401	172178
402	75364
403	20294
404	29404
405	439720
406	145348
407	109014
408	12818
409	83161
410	18597
411	147630
412	38498
413	88300
414	86591
415	1093032
416	36198
417	58451
418	314102
419	64815
420	37123
421	514055
422	70486
423	94144
424	624426
425	172474
426	81733
427	211700
428	85429
429	77340
430	1412892
431	20394
432	33406
433	449246
434	25647
435	308595
436	176684
437	1349832
438	114227
439	105463
440	35591
441	18487
442	152989
443	68454
444	16398
445	9802
446	160810
447	105346
448	34651
449	52641
450	41753
451	55484
452	409900
453	357302
454	272042
455	325449
456	155306
457	54434
458	92816
459	53404
460	85189
461	522592
462	112520
463	88897
464	225814
465	69582
466	109155
467	32847
468	33291
469	29849
470	78110
471	192655
472	16683
473	63511
474	199494
475	72407
476	61044
477	49920
478	55184
479	158915
480	458120
481	47005
482	81705
483	74484
484	227895
485	39535
486	120382
487	214460
488	33446
489	143121
490	469509
491	1090404
492	226809
493	172955
494	25678
495	99453
496	919203
497	91456
498	275366
499	65490
500	188607
501	185670
502	40089
503	78172
504	64179
505	739784
506	40916
507	49879
508	161770
509	61974
510	179453
511	81060
512	225018
513	388238
514	172770
515	910094
516	63467
517	475628
518	166933
519	102278
520	97770
521	37351
522	188045
523	146912
524	685682
525	59908
526	10802770
527	58915
528	258976
529	467910
530	69319
531	73175
532	34227
533	78821
534	173056
535	1464084
536	13692
537	53844
538	32740
539	147217
540	48936
541	48979
542	41220
543	458297
544	95413
545	129800
546	299685
547	51589
548	55161
549	118798
550	130741
551	78577
552	24342
553	19417
554	68553
555	506448
556	175800
557	76580
558	20744
559	119686
560	139824
561	82926
562	49412
563	32692
564	35217
565	49743
566	96296
567	339740
568	75182
569	51736
570	41052
571	1506650
572	847539
573	493975
574	30532
575	69939
576	3555283
577	224657
578	32336
579	152762
580	103238
581	25381
582	164392
583	391391
584	198672
585	746326
586	95087
587	74665
588	115008
589	18780
590	69537
591	71501
592	218889
593	151028
594	102583
595	409192
596	248496
597	212205
598	41567
599	135411
600	34248
601	256295
602	176499
603	751731
604	80631
605	1590142
606	50175
607	22931
608	43072
609	221226
610	1169412
611	59687
612	45987
613	39399
614	105110
615	87064
616	29362
617	82541
618	73837
619	897530
620	96460
621	1209255
622	418057
623	58528
624	658316
625	380676
626	31395
627	786064
628	347607
629	76791
630	104186
631	155684
632	61787
633	177947
634	674537
635	111736
636	127667
637	189333
638	35535
639	203418
640	28235
641	165139
642	399399
643	67002
644	159233
645	46823
646	125928
647	102315
648	365633
649	182195
650	70459
651	112355
652	107424
653	24579
654	40326
655	15995
656	90152
657	48731
658	344132
659	93061
660	59142
661	503720
662	49127
663	23921
664	118973
665	107236
666	114042
667	560653
668	181459
669	181547
670	334104
671	50291
672	60863
673	97164
674	96259
675	40288
676	68307
677	246375
678	35086
679	61915
680	47408
681	28316
682	51209
683	20276
684	50620
685	110767
686	76581
687	99526
688	61904
689	52914
690	168956
691	980874
692	62576
693	517330
694	42202
695	287975
696	81734
697	97355
698	50358
699	32291
700	139879
701	428452
702	211622
703	115180
704	76746
705	142415
706	64338
707	210400
708	1211117
709	63893
710	163669
711	116008
712	66823
713	64588
714	132361
715	3540113
716	194059
717	56384
718	93401
719	134803
720	132359
721	213397
722	128663
723	66936
724	87014
725	69991
726	76454
727	55779
728	60353
729	60940
730	36657
731	1138451
732	46053
733	509787
734	70435
735	41106
736	195647
737	49936
738	178972
739	37830
740	83496
741	37931
742	19849
743	53605
744	651945
745	55530
746	37520
747	265892
748	95899
749	161142
750	67365
751	914642
752	60450
753	228801
754	1794305
755	669528
756	89516
757	88775
758	121224
759	72516
760	210900
761	121041
762	58093
763	13845
764	226670
765	25941
766	203286
767	88119
768	173891
769	407130
770	22195
771	184842
772	132766
773	76728
774	80938
775	30419
776	90522
777	9787
778	48381
779	119526
780	481666
781	81156
782	43016
783	13794
784	156443
785	76354
786	68227
787	463003
788	914591
789	57262
790	79933
791	51688
792	58185
793	53244
794	168210
795	57179
796	607912
797	51007
798	108315
799	35609
800	48197
801	47190
802	37177
803	633373
804	127599
805	77553
806	185762
807	20038
808	114388
809	68509
810	202166
811	195986
812	464942
813	77558
814	13772
815	80644
816	23956
817	76113
818	1042207
819	176999
820	27436
821	336290
822	277193
823	331941
824	89549
825	231961
826	111167
827	53321
828	90221
829	300961
830	152688
831	80971
832	508583
833	39700
834	606335
835	32241
836	76083
837	86857
838	85928
839	65302
840	43667
841	213744
842	70437
843	53619
844	162285
845	82822
846	45440
847	98641
848	105327
849	172296
850	56614
851	48715
852	39222
853	80457
854	527645
855	200975
856	276324
857	88743
858	147469
859	188879
860	44523
861	60106
862	27118
863	113797
864	446164
865	117097
866	167358
867	1327240
868	26696
869	192084
870	164923
871	78307
872	50523
873	125173
874	45962
875	564277
876	673243
877	84169
878	330592
879	63650
880	32239
881	156915
882	530717
883	65692
884	43319
885	222556
886	76976
887	301766
888	40639
889	29209
890	672829
891	251717
892	700054
893	819234
894	333871
895	179246
896	40649
897	208298
898	85449
899	306716
900	109366
901	53706
902	39716
903	145669
904	107117
905	803055
906	218614
907	175537
908	742896
909	93237
910	102473
911	82669
912	60136
913	68103
914	88682
915	216873
916	308349
917	343219
918	62985
919	853690
920	138649
921	163546
922	82144
923	694404
924	64554
925	208057
926	264817
927	50577
928	33941
929	79171
930	48728
931	69533
932	62418
933	72050
934	166146
935	338705
936	249377
937	72708
938	33206
939	77173
940	31731
941	158861
942	38367
943	64973
944	784143
945	51392
946	99671
947	285070
948	713002
949	117279
950	67758
951	68864
952	673127
953	63128
954	72617
955	100070
956	37624
957	207886
958	31255
959	103342
960	42531
961	27850
962	119058
963	237770
964	36625
965	794087
966	214425
967	36934
968	710005
969	51201
970	80964
971	92616
972	226179
973	38518
974	47455
975	50928
976	176268
977	44620
978	1332104
979	331033
980	28586
981	103829
982	53445
983	160504
984	73876
985	25635
986	98246
987	182901
988	96323
989	25791
990	35560
991	132916
992	401549
993	86277
994	73025
995	854279
996	115305
997	430542
998	66321
999	39747
1000	68858
1001	214539
1002	158265
1003	41463
1004	100004
1005	67338
1006	52265
1007	151849
1008	555815
1009	89246
1010	165084
1011	90803
1012	118178
1013	70257
1014	70772
1015	54679
1016	24802
1017	167218
1018	75931
1019	68641
1020	11657
1021	87189
1022	99408
1023	101392
1024	64480
1025	111731
1026	95198
1027	59422
1028	34706
1029	186857
1030	463350
1031	267018
1032	998116
1033	337663
1034	88113
1035	89409
1036	143013
1037	113978
1038	59250
1039	34607
1040	51776
1041	74722
1042	106020
1043	20550
1044	5444385
1045	1062407
1046	89744
1047	62427
1048	52432
1049	99586
1050	77583
1051	24455
1052	63730
1053	109460
1054	31317
1055	249556
1056	88971
1057	78215
1058	69198
1059	49232
1060	435731
1061	43550
1062	280672
1063	138274
1064	77536
1065	108530
1066	32076
1067	18813
1068	25402
1069	49466
1070	727676
1071	66030
1072	55573
1073	16516
1074	72092
1075	29451
1076	165754
1077	562701
1078	249546
1079	2516490
1080	69631
1081	26585
1082	172917
1083	68474
1084	80067
1085	95465
1086	177750
1087	1079784
1088	36066
1089	1456431
1090	153534
1091	121633
1092	70399
1093	38304
1094	236772
1095	34498
1096	203398
1097	15191
1098	109775
1099	87756
1100	153127
1101	169719
1102	541747
1103	211206
1104	150838
1105	271390
1106	49999
1107	69645
1108	139433
1109	45051
1110	31406
1111	395164
1112	23327
1113	160564
1114	207859
1115	108972
1116	55184
1117	13019
1118	373906
1119	80407
1120	69318
1121	77948
1122	67649
1123	84454
1124	73242
1125	128625
1126	1030223
1127	56159
1128	1496340
1129	141633
1130	57129
1131	318114
1132	63751
1133	53803
1134	47847
1135	33758
1136	83623
1137	183118
1138	987017
1139	46914
1140	83191
1141	44822
1142	136315
1143	131709
1144	813519
1145	1649613
1146	64579
1147	67823
1148	29188
1149	209034
1150	66018
1151	462957
1152	230603
1153	288898
1154	330692
1155	67989
1156	112925
1157	62253
1158	119519
1159	72154
1160	72105
1161	895643
1162	16803
1163	81748
1164	67585
1165	71811
1166	46494
1167	230659
1168	138687
1169	103739
1170	461308
1171	68082
1172	947575
1173	51703
1174	36140
1175	19707
1176	499578
1177	603196
1178	65890
1179	19325
1180	49254
1181	40616
1182	82465
1183	74237
1184	110098
1185	19194
1186	78801
1187	36739
1188	1102742
1189	219150
1190	7043
1191	244540
1192	16114
1193	197826
1194	36896
1195	142343
1196	93128
1197	1543615
1198	779535
1199	67862
1200	47943
1201	59675
1202	65641
1203	98705
1204	98570
1205	99804
1206	171974
1207	120250
1208	327863
1209	807473
1210	311814
1211	62036
1212	576335
1213	97593
1214	820825
1215	403454
1216	130448
1217	16054
1218	16670
1219	14262
1220	31219
1221	18054
1222	103418
1223	29094
1224	52078
1225	833458
1226	998425
1227	102029
1228	84918
1229	205198
1230	25140
1231	81545
1232	177967
1233	49230
1234	188537
1235	120889
1236	269858
1237	505024
1238	1052784
1239	4253048
1240	58568
1241	113901
1242	76718
1243	39262
1244	50133
1245	100122
1246	54659
1247	348197
1248	401680
1249	159247
1250	42370
1251	142141
1252	774740
1253	183286
1254	83202
1255	154908
1256	834395
1257	105240
1258	1102337
1259	141490
1260	92141
1261	852702
1262	167226
1263	99208
1264	88628
1265	4236558
1266	270136
1267	520249
1268	77096
1269	551142
1270	116759
1271	118159
1272	161676
1273	69040
1274	262116
1275	41629
1276	1000744
1277	9752
1278	125062
1279	981574
1280	79971
1281	64077
1282	166179
1283	72865
1284	659862
1285	76618
1286	164613
1287	239142
1288	60578
1289	955137
1290	346626
1291	70037
1292	135789
1293	37485
1294	456146
1295	81507
1296	651654
1297	52442
1298	76193
1299	92392
1300	111417
1301	19158
1302	21376
1303	71798
1304	445950
1305	6426
1306	30188
1307	43801
1308	143898
1309	78465
1310	943615
1311	40086
1312	54238
1313	162651
1314	206987
1315	33907
1316	77305
1317	110275
1318	266337
1319	184125
1320	14652
1321	37197
1322	33194
1323	125987
1324	36032
1325	48173
1326	48315
1327	1778885
1328	242093
1329	79872
1330	293412
1331	36867
1332	62805
1333	651710
1334	177015
1335	79778
1336	50798
1337	36675
1338	46870
1339	62086
1340	174671
1341	190012
1342	44958
1343	35239
1344	485694
1345	76146
1346	42768
1347	124777
1348	58864
1349	4917
1350	548732
1351	53487
1352	184644
1353	63027
1354	20698
1355	42488
1356	269139
1357	85202
1358	504635
1359	45278
1360	33354
1361	193239
1362	39952
1363	84451
1364	679885
1365	197229
1366	168254
1367	1379667
1368	655002
1369	1112105
1370	806959
1371	28258
1372	73507
1373	68214
1374	81795
1375	710849
1376	85715
1377	69326
1378	243792
1379	1154997
1380	75803
1381	59925
1382	25145
1383	86739
1384	37718
1385	207548
1386	151434
1387	527398
1388	318293
1389	113948
1390	69136
1391	85554
1392	231084
1393	346211
1394	38460
1395	159376
1396	238818
1397	50886
1398	543161
1399	12774
1400	29186
1401	136824
1402	92092
1403	21625
1404	67318
1405	1226709
1406	42697
1407	87952
1408	51139
1409	187670
1410	645848
1411	113863
1412	467074
1413	1025449
1414	424303
1415	67241
1416	53850
1417	38789
1418	78715
1419	53227
1420	88434
1421	968792
1422	735495
1423	133074
1424	403356
1425	84779
1426	191648
1427	91654
1428	7884
1429	14844
1430	112833
1431	40877
1432	252223
1433	110161
1434	108425
1435	383832
1436	893244
1437	265981
1438	91011
1439	50225
1440	273836
1441	99494
1442	155306
1443	45536
1444	203301
1445	22048
1446	1057440
1447	58137
1448	72396
1449	41680
1450	70744
1451	47843
1452	109121
1453	53053
1454	93687
1455	55197
1456	84716
1457	83629
1458	161030
1459	197397
1460	129179
1461	39908
1462	81565
1463	154154
1464	187948
1465	1685964
1466	164290
1467	517128
1468	63954
1469	296162
1470	26186
1471	58309
1472	839593
1473	380131
1474	55571
1475	369130
1476	179359
1477	1443567
1478	51039
1479	39125
1480	71594
1481	20728
1482	58558
1483	449015
1484	461799
1485	683522
1486	181233
1487	54624
1488	17419
1489	626518
1490	120770
1491	73130
1492	29891
1493	29512
1494	1114239
1495	152936
1496	88669
1497	648019
1498	54000
1499	76539
1500	284308
1501	39095
1502	57324
1503	176664
1504	68641
1505	48767
1506	91118
1507	169721
1508	170291
1509	99606
1510	18521
1511	163873
1512	84642
1513	14460
1514	183706
1515	141701
1516	182654
1517	39792
1518	77036
1519	114271
1520	45913
1521	935184
1522	112649
1523	75966
1524	60059
1525	91019
1526	200688
1527	290169
1528	82689
1529	719161
1530	24556
1531	533898
1532	149254
1533	220855
1534	118723
1535	143130
1536	131048
1537	258061
1538	973899
1539	80388
1540	63183
1541	44960
1542	47072
1543	157009
1544	78930
1545	120735
1546	193848
1547	524587
1548	140047
1549	159613
1550	104957
1551	33531
1552	243997
1553	101702
1554	212684
1555	203833
1556	50010
1557	1074420
1558	51517
1559	782775
1560	156488
1561	180374
1562	70907
1563	772074
1564	85816
1565	1360501
1566	123189
1567	555494
1568	13144
1569	55707
1570	118219
1571	59082
1572	123434
1573	93877
1574	22185
1575	14044
1576	281962
1577	20984
1578	21773
1579	105332
1580	223488
1581	35382
1582	200496
1583	33607
1584	303205
1585	135608
1586	94483
1587	46438
1588	212077
1589	53963
1590	583971
1591	99154
1592	212295
1593	84623
1594	91041
1595	109490
1596	395007
1597	74792
1598	183737
1599	35926
1600	76385
1601	50201
1602	198284
1603	197922
1604	42591
1605	10464
1606	783173
1607	41144
1608	209214
1609	179177
1610	62852
1611	780439
1612	74796
1613	178846
1614	369969
1615	397424
1616	695006
1617	60735
1618	45989
1619	49590
1620	64516
1621	54346
1622	131275
1623	22842
1624	163554
1625	222087
1626	170454
1627	202897
1628	59144
1629	164264
1630	772487
1631	99243
1632	28493
1633	193649
1634	44259
1635	182283
1636	1289833
1637	395986
1638	1097099
1639	124689
1640	247624
1641	50361
1642	94853
1643	73669
1644	94511
1645	66438
1646	12514
1647	46571
1648	50253
1649	824461
1650	167740
1651	22017
1652	47035
1653	44660
1654	79309
1655	90929
1656	45726
1657	72249
1658	98112
1659	785812
1660	940115
1661	770102
1662	45366
1663	28486
1664	53283
1665	708124
1666	776351
1667	109386
1668	332784
1669	105871
1670	366982
1671	24873
1672	94757
1673	131939
1674	79489
1675	60779
1676	434263
1677	163545
1678	592729
1679	76706
1680	173637
1681	59116
1682	70119
1683	101668
1684	96147
1685	13320
1686	435780
1687	1230242
1688	554243
1689	38704
1690	192708
1691	47767
1692	538359
1693	29979
1694	135728
1695	73352
1696	175817
1697	30929
1698	11322
1699	316987
1700	84579
1701	42490
1702	72589
1703	2420721
1704	59996
1705	117586
1706	46343
1707	73197
1708	65054
1709	145961
1710	896531
1711	70298
1712	48476
1713	79018
1714	56189
1715	124795
1716	231122
1717	121841
1718	790098
1719	52373
1720	34147
1721	140002
1722	1013707
1723	166120
1724	246039
1725	144402
1726	31533
1727	36076
1728	701441
1729	59894
1730	105719
1731	53743
1732	39555
1733	1345612
1734	193609
1735	52497
1736	499493
1737	94883
1738	60453
1739	243445
1740	48247
1741	340374
1742	344435
1743	37598
1744	71228
1745	47089
1746	205938
1747	30078
1748	370787
1749	187670
1750	151445
1751	68770
1752	84534
1753	295796
1754	83648
1755	19044
1756	242477
1757	1682799
1758	173838
1759	55106
1760	238757
1761	78200
1762	74102
1763	39901
1764	167187
1765	133096
1766	175117
1767	110063
1768	1009383
1769	191623
1770	133420
1771	1536824
1772	1075550
1773	80872
1774	57495
1775	244520
1776	193272
1777	65948
1778	354454
1779	89984
1780	91696
1781	109023
1782	72725
1783	119429
1784	123540
1785	101439
1786	19490
1787	121117
1788	104363
1789	25141
1790	125007
1791	76711
1792	86596
1793	112026
1794	306256
1795	43933
1796	166658
1797	114150
1798	343002
1799	170016
1800	40336
1801	121573
1802	80229
1803	429812
1804	75458
1805	433291
1806	683077
1807	580726
1808	221946
1809	11560
1810	108378
1811	22121
1812	1088305
1813	231638
1814	96800
1815	469855
1816	216531
1817	73933
1818	143098
1819	23834
1820	40577
1821	335705
1822	284024
1823	41713
1824	294461
1825	128845
1826	77926
1827	39769
1828	179843
1829	222413
1830	156904
1831	104632
1832	68791
1833	36949
1834	223956
1835	77945
1836	62508
1837	125998
1838	254610
1839	103116
1840	1357042
1841	95262
1842	372622
1843	64360
1844	1014049
1845	52691
1846	84252
1847	113118
1848	165086
1849	73578
1850	171086
1851	98946
1852	100089
1853	133038
1854	159615
1855	13298
1856	137450
1857	270239
1858	315421
1859	17723
1860	119655
1861	86181
1862	43333
1863	14884
1864	35356
1865	286249
1866	12129
1867	260369
1868	76119
1869	27705
1870	90160
1871	528467
1872	69126
1873	54724
1874	876756
1875	374953
1876	66037
1877	192976
1878	19197
1879	44744
1880	259111
1881	96064
1882	1342235
1883	194924
1884	96962
1885	893142
1886	177902
1887	44379
1888	9945522
1889	31016
1890	67754
1891	122900
1892	308843
1893	165427
1894	28153
1895	105685
1896	93561
1897	145611
1898	41937
1899	90107
1900	87377
1901	62319
1902	102324
1903	123889
1904	104003
1905	204436
1906	156207
1907	224951
1908	74232
1909	333782
1910	106847
1911	25830
1912	1286094
1913	328877
1914	80231
1915	105287
1916	172179
1917	83858
1918	15855
1919	179544
1920	153325
1921	68617
1922	80552
1923	86767
1924	49982
1925	38510
1926	29422
1927	178155
1928	422521
1929	68180
1930	26159
1931	34762
1932	316659
1933	119800
1934	92687
1935	89922
1936	670398
1937	176352
1938	582
1939	191772
1940	770111
1941	1902759
1942	103524
1943	293729
1944	27147
1945	22101
1946	147584
1947	731149
1948	752127
1949	1540110
1950	68246
1951	237089
1952	223573
1953	56061
1954	77263
1955	52282
1956	66122
1957	56315
1958	45663
1959	82842
1960	1245061
1961	538887
1962	1079033
1963	79526
1964	820776
1965	222329
1966	22190
1967	104798
1968	64811
1969	193446
1970	148083
1971	328648
1972	62329
1973	147452
1974	81876
1975	170946
1976	327573
1977	36896
1978	60998
1979	110067
1980	946826
1981	34486
1982	45286
1983	177486
1984	671992
1985	739604
1986	89235
1987	212261
1988	89000
1989	337124
1990	44120
1991	158997
1992	76668
1993	51178
1994	197841
1995	98131
1996	110859
1997	20293
1998	595384
1999	393524
2000	63544
2001	67021
2002	143810
2003	672235
2004	83756
2005	1182586
2006	905747
2007	202837
2008	176161
2009	16046
2010	1172415
2011	44993
2012	398632
2013	103028
2014	34665
2015	84455
2016	213207
2017	125711
2018	58687
2019	256665
2020	82895
2021	722096
2022	254235
2023	769022
2024	148278
2025	40546
2026	66883
2027	22219
2028	120164
2029	428084
2030	70367
2031	495305
2032	406283
2033	156853
2034	32860
2035	189984
2036	42251
2037	204412
2038	62907
2039	77639
2040	114710
2041	87846
2042	68472
2043	181204
2044	80799
2045	279123
2046	23838
2047	42673
2048	185198
2049	29268
2050	103084
2051	103954
2052	80786
2053	85235
2054	17084
2055	32046
2056	111586
2057	237792
2058	73027
2059	889299
2060	54940
2061	167627
2062	46443
2063	37981
2064	79806
2065	494314
2066	46197
2067	48641
2068	29882
2069	190432
2070	27554
2071	112642
2072	96709
2073	2395
2074	30316
2075	71747
2076	307032
2077	78873
2078	100246
2079	90272
2080	507965
2081	26112
2082	438898
2083	47743
2084	58882
2085	32103
2086	243044
2087	54116
2088	114571
2089	176630
2090	147658
2091	19494
2092	117736
2093	186856
2094	82940
2095	46828
2096	157827
2097	104684
2098	88789
2099	49385
2100	75915
2101	97048
2102	1093312
2103	64035
2104	70094
2105	997057
2106	1243725
2107	93319
2108	1129
2109	415538
2110	32054
2111	102344
2112	22077
2113	75906
2114	75187
2115	29625
2116	60439
2117	238221
2118	80855
2119	26195
2120	22819
2121	13938
2122	124824
2123	76167
2124	304696
2125	161206
2126	48595
2127	176775
2128	153845
2129	66143
2130	26640
2131	12133
2132	40541
2133	80897
2134	144878
2135	204409
2136	32919
2137	36620
2138	197066
2139	162687
2140	88501
2141	95376
2142	45468
2143	31008
2144	276566
2145	194669
2146	1607322
2147	657410
2148	71288
2149	1609233
2150	88672
2151	73169
2152	33351
2153	46281
2154	1296176
2155	201282
2156	159288
2157	72725
2158	91628
2159	61564
2160	54798
2161	197870
2162	395409
2163	44030
2164	39965
2165	64481
2166	1482327
2167	76071
2168	648009
2169	117969
2170	280117
2171	44663
2172	49544
2173	170075
2174	81696
2175	54098
2176	520264
2177	61078
2178	89362
2179	184611
2180	50394
2181	34788
2182	98650
2183	202206
2184	38220
2185	340020
2186	1413743
2187	98347
2188	57032
2189	74470
2190	495544
2191	76951
2192	419278
2193	23653
2194	141984
2195	62975
2196	230647
2197	32819
2198	37544
2199	38904
2200	341857
2201	1209010
2202	108523
2203	302240
2204	322294
2205	89262
2206	654662
2207	254041
2208	81150
2209	12118
2210	23375
2211	44604
2212	116293
2213	242289
2214	180166
2215	33946
2216	50008
2217	227194
2218	80333
2219	46899
2220	137152
2221	118572
2222	105779
2223	47822
2224	90929
2225	91702
2226	86117
2227	41722
2228	41552
2229	100427
2230	41257
2231	32026
2232	131464
2233	41135
2234	71432
2235	237379
2236	191586
2237	223477
2238	375163
2239	127614
2240	25254
2241	616453
2242	49141
2243	221652
2244	223906
2245	55826
2246	127970
2247	67805
2248	35295
2249	68377
2250	344619
2251	53306
2252	38863
2253	170668
2254	854393
2255	87270
2256	202667
2257	228094
2258	584858
2259	56543
2260	610867
2261	42989
2262	76383
2263	152368
2264	133648
2265	856431
2266	423012
2267	143137
2268	36030
2269	162459
2270	482378
2271	349804
2272	49836
2273	328744
2274	58111
2275	264328
2276	53490
2277	191214
2278	356216
2279	638605
2280	545510
2281	59958
2282	319497
2283	173144
2284	76901
2285	34540
2286	12648
2287	85842
2288	77317
2289	20280
2290	123625
2291	664352
2292	1144479
2293	78559
2294	112698
2295	74342
2296	9326
2297	80774
2298	1006047
2299	182831
2300	20260
2301	121023
2302	82976
2303	89043
2304	113395
2305	71408
2306	36513
2307	394435
2308	13056
2309	172719
2310	41014
2311	121039
2312	59864
